task_id,task_description,deadline,priority,assigned_user,user_workload,past_task_behavior,category,status,time_taken_(hours),deadline_days_remaining,task_length,has_keyword_urgent,is_weekend_deadline,category_encoded,status_encoded,priority_encoded,is_completed,user_current_load,past_behavior_score,workload,deadline_days
T0052,Update internal documentation,2025-08-05,Low,User_1,10.0,late,Management,In Progress,0.0,15.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0,25.0,0.3888888888888889,1.2413793103448276,15.0
T0193,Refactor module for scalability,2025-09-09,Medium,User_9,3.0,late,Documentation,Pending,0.0,50.0,4.0,0.0,0.0,3.0,2.0,2.0,0.0,17.0,0.3076923076923077,1.400383141762452,50.0
T0112,Write integration tests for API,2025-08-27,Medium,User_5,5.0,on-time,Management,Pending,0.0,37.0,5.0,0.0,1.0,4.0,2.0,2.0,0.0,20.0,0.3235294117647059,1.7318007662835246,37.0
synthetic_19321,Plan sprint retrospective.,2025-08-15,Low,user10,2.0,Needs Improvement,Management,To Do,7.238490935938148,,,,,,,,,,,,
T0015,Send status update to manager,2025-09-18,Low,User_1,6.0,delayed,Development,In Progress,0.0,59.0,5.0,0.0,0.0,2.0,1.0,1.0,0.0,25.0,0.3888888888888889,2.222222222222222,59.0
T0134,Update user guides,2025-09-08,Medium,User_8,6.0,on-time,Documentation,Pending,0.0,49.0,3.0,0.0,0.0,3.0,2.0,2.0,0.0,15.0,0.3870967741935484,1.3831417624521074,49.0
T0114,Update user guides,2025-07-23,Medium,User_7,8.0,late,Management,In Progress,0.0,2.0,3.0,0.0,0.0,4.0,1.0,2.0,0.0,20.0,0.3823529411764705,0.7950191570881225,2.0
synthetic_29687,Redesign profile section layout.,2025-07-28,Medium,user3,3.0,Late,Design,To Do,8.445971743651135,,,,,,,,,,,,
T0214,Patch security vulnerability in auth system,2025-07-22,High,User_5,8.0,delayed,Development,In Progress,0.0,1.0,6.0,0.0,1.0,2.0,1.0,0.0,0.0,20.0,0.3235294117647059,1.7777777777777777,1.0
T0170,Review peer pull requests,2025-09-14,Medium,User_4,1.0,late,Documentation,Pending,0.0,55.0,4.0,0.0,0.0,3.0,2.0,2.0,0.0,14.0,0.28,1.264367816091954,55.0
synthetic_20894,Automate regression test cases.,2025-08-06,Urgent,user8,2.0,On Time,Testing,To Do,10.308510929813382,,,,,,,,,,,,
T0151,Refactor module for scalability,2025-07-28,Medium,User_6,6.0,delayed,DevOps,Pending,0.0,7.0,4.0,0.0,0.0,1.0,2.0,2.0,0.0,21.0,0.3823529411764705,0.9923371647509578,7.0
synthetic_57303,Implement search functionality.,2025-08-17,Urgent,user1,6.0,Needs Improvement,Development,To Do,8.054563674974755,,,,,,,,,,,,
T0300,Restore database from backup,2025-09-18,High,User_3,4.0,delayed,DevOps,Completed,6.2,59.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,13.0,0.25,1.6666666666666663,59.0
synthetic_46940,Write unit tests for payment module.,2025-07-27,Urgent,user7,1.0,Excellent,Testing,To Do,5.544458818346778,,,,,,,,,,,,
synthetic_20731,Conduct weekly team review.,2025-07-31,High,user2,6.0,On Time,Management,To Do,4.226078438073593,,,,,,,,,,,,
T0081,Clean up old logs from server,2025-07-23,Low,User_1,1.0,late,Design,In Progress,0.0,2.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,25.0,0.3888888888888889,1.0172413793103448,2.0
synthetic_33526,Update Docker configurations.,2025-08-12,Medium,user5,6.0,Needs Improvement,DevOps,To Do,4.038871929100124,,,,,,,,,,,,
T0084,Clean up old logs from server,2025-09-03,Low,User_10,1.0,on-time,Design,In Progress,0.0,44.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,17.0,0.3103448275862069,1.7413793103448274,44.0
T0138,Review peer pull requests,2025-09-18,Medium,User_5,10.0,late,Documentation,In Progress,0.0,59.0,4.0,0.0,0.0,3.0,1.0,2.0,0.0,20.0,0.3235294117647059,2.333333333333333,59.0
T0108,Write integration tests for API,2025-08-12,Medium,User_5,5.0,on-time,Development,Pending,0.0,22.0,5.0,0.0,1.0,2.0,2.0,2.0,0.0,20.0,0.3235294117647059,1.4731800766283525,22.0
synthetic_10372,Prepare user guide for module deployment.,2025-08-13,Medium,user7,1.0,Excellent,Documentation,To Do,9.232242268324065,,,,,,,,,,,,
T0068,Schedule weekly team sync,2025-08-30,Low,User_4,6.0,delayed,Design,Completed,3.9,40.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,14.0,0.28,1.5613026819923372,40.0
synthetic_87737,Setup monitoring for production servers.,2025-08-07,Urgent,user8,2.0,On Time,DevOps,To Do,11.090443250925714,,,,,,,,,,,,
T0073,Organize shared team files,2025-09-03,Low,User_5,10.0,on-time,Development,Pending,0.0,44.0,4.0,0.0,1.0,2.0,2.0,1.0,0.0,20.0,0.3235294117647059,2.074712643678161,44.0
synthetic_94121,Write unit tests for payment module.,2025-08-20,Urgent,user5,10.0,Excellent,Testing,To Do,9.881249523622095,,,,,,,,,,,,
synthetic_66770,Automate regression test cases.,2025-07-28,High,user4,9.0,Late,Testing,To Do,3.729082531486728,,,,,,,,,,,,
T0265,Fix critical bug in deployment pipeline,2025-08-23,High,User_5,10.0,late,Development,Completed,4.3,33.0,6.0,1.0,0.0,2.0,0.0,0.0,1.0,20.0,0.3235294117647059,2.5517241379310347,33.0
synthetic_27262,Update color palette and typography.,2025-08-16,Urgent,user2,7.0,On Time,Design,To Do,4.895289600560544,,,,,,,,,,,,
T0173,Update user guides,2025-07-29,Medium,User_2,5.0,late,Development,In Progress,0.0,8.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,18.0,0.4814814814814814,0.5651340996168582,8.0
synthetic_20894,Automate regression test cases.,2025-08-06,Urgent,user8,2.0,On Time,Testing,To Do,10.308510929813382,,,,,,,,,,,,
T0079,Schedule weekly team sync,2025-09-12,Low,User_5,4.0,on-time,Testing,Pending,0.0,53.0,4.0,0.0,0.0,5.0,2.0,1.0,0.0,20.0,0.3235294117647059,1.5632183908045976,53.0
T0099,Clean up old logs from server,2025-08-26,Low,User_10,4.0,on-time,DevOps,In Progress,0.0,36.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,17.0,0.3103448275862069,1.9367816091954024,36.0
T0127,Review peer pull requests,2025-08-25,Medium,User_2,7.0,late,Development,Completed,11.9,35.0,4.0,0.0,0.0,2.0,0.0,2.0,1.0,18.0,0.4814814814814814,1.5862068965517238,35.0
T0141,Write integration tests for API,2025-08-14,Medium,User_4,2.0,late,Testing,In Progress,0.0,24.0,5.0,0.0,1.0,5.0,1.0,2.0,0.0,14.0,0.28,1.1743295019157087,24.0
T0055,Organize shared team files,2025-08-16,Low,User_3,3.0,late,DevOps,Pending,0.0,26.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,13.0,0.25,0.986590038314176,26.0
synthetic_54531,Plan sprint retrospective.,2025-08-06,Low,user1,6.0,On Time,Management,To Do,4.533024750761973,,,,,,,,,,,,
synthetic_56601,Optimize CI/CD pipeline.,2025-07-24,Urgent,user1,2.0,Needs Improvement,DevOps,To Do,4.523913606931218,,,,,,,,,,,,
T0032,Send status update to manager,2025-09-04,Low,User_6,7.0,on-time,Design,Completed,3.6,45.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,21.0,0.3823529411764705,2.0919540229885056,45.0
